Id,Type,Transaction_type,Payer,Payee,Amount,Transaction_date
276,EXTERNAL,CUSTOMER_MERCHANT,dumindaft@LOFC@1,acc.exide1@LOFC,200.77,11/8/2016 11:46
277,EXTERNAL,CUSTOMER_MERCHANT,dumindaft@LOFC@1,acc.exide1@LOFC,200.74,11/8/2016 11:47
278,EXTERNAL,CUSTOMER_MERCHANT,dumindaft@LOFC@1,acc.exide1@LOFC,500.55,11/8/2016 11:47
279,EXTERNAL,CUSTOMER_MERCHANT,dumindaft@LOFC@1,acc.exide1@LOFC,500.55,11/8/2016 12:02
280,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,400.55,11/8/2016 12:09
281,EXTERNAL,CUSTOMER_MERCHANT,dumindaft@LOFC@1,acc.exide1@LOFC,500.55,11/8/2016 12:09
282,,VER,99910010164,99910010094,8.7,11/9/2016 17:02
283,,VER,99910010164,99910010095,9.5,11/9/2016 17:12
284,,VER,99910010164,99910010095,2.7,11/9/2016 17:12
285,,VER,99910010164,99910010093,7.1,11/9/2016 17:34
286,,VER,99910010164,99910010093,5.3,11/9/2016 17:34
287,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/10/2016 9:56
288,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/10/2016 9:59
289,,VER,99910010164,99910010096,1.3,11/10/2016 12:18
290,,VER,99910010164,99910010111,0.7,11/10/2016 12:26
291,,VER,99910010164,110000031,8.8,11/10/2016 12:39
292,,VER,99910010164,110000030,7.9,11/10/2016 13:09
293,,VER,99910010164,99910010122,4.3,11/10/2016 13:23
294,EXTERNAL,CUSTOMER_MERCHANT,trettret@LOFC@2,acc.exide1@LOFC,58858,11/10/2016 15:11
295,EXTERNAL,CUSTOMER_MERCHANT,trettret@LOFC@2,acc.exide1@LOFC,58858,11/10/2016 15:12
296,,VER,99910010164,99910010101,2,11/11/2016 10:52
297,,VER,99910010164,99910010101,2.9,11/11/2016 10:52
298,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@2,acc.exide1@LOFC,400.55,11/11/2016 10:54
299,,VER,99910010164,110000100,0.5,11/11/2016 13:09
300,,VER,99910010164,110000100,0.9,11/11/2016 13:09
301,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/11/2016 13:30
302,EXTERNAL,CUSTOMER_MERCHANT,dumindawa@LOFC@00110000011,acc.exide1@LOFC,15.55,11/11/2016 13:32
303,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/11/2016 13:32
304,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@2,acc.exide1@LOFC,400.55,11/11/2016 21:09
305,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 11:38
306,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 11:38
307,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 11:38
308,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 11:39
309,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 11:39
310,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 11:39
311,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 11:39
312,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 11:39
313,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 11:40
314,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 11:40
315,EXTERNAL,CUSTOMER_MERCHANT,kumara@LOFC@94648484546444,acc.exide1@LOFC,31.5,11/15/2016 11:41
316,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 11:41
317,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 11:42
318,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 11:46
319,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 12:04
320,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 14:32
321,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,15.55,11/15/2016 14:56
322,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 14:56
323,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 14:59
324,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 15:10
325,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 15:10
326,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 15:11
327,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 15:18
328,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 15:19
329,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,0.55,11/15/2016 15:31
330,EXTERNAL,CUSTOMER_MERCHANT,trettret@LOFC@2,acc.exide1@LOFC,25.95,11/15/2016 17:24
331,EXTERNAL,CUSTOMER_MERCHANT,trettret@LOFC@2,acc.exide1@LOFC,25.95,11/15/2016 17:24
332,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 17:54
333,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/15/2016 17:54
334,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@3,acc.exide1@LOFC,400.55,11/16/2016 11:30
335,,VER,99910010164,99910010163,5.9,11/16/2016 11:56
336,,VER,99910010164,99910010163,0.8,11/16/2016 11:56
337,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.exide1@LOFC,400.55,11/16/2016 11:58
338,,CUSTOMER_MERCHANT,,acc.insu1@SAMPATH,56.85,11/16/2016 12:19
339,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,1.5,11/16/2016 16:36
340,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,1.5,11/16/2016 16:36
341,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,1.5,11/16/2016 16:36
342,,VER,99910010164,99910010054,7.6,11/16/2016 17:00
343,,VER,99910010164,99910010054,4,11/16/2016 17:00
344,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,1.55,11/17/2016 10:09
345,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,2.55,11/17/2016 10:10
346,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000011,acc.exide1@LOFC,5.55,11/17/2016 10:10
347,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/17/2016 10:12
348,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,5.55,11/17/2016 10:13
349,EXTERNAL,CUSTOMER_MERCHANT,dumindaw@LOFC@00110000010,acc.exide1@LOFC,31.5,11/17/2016 10:13
350,,CUSTOMER_MERCHANT,,acc.insu1@SAMPATH,526,11/17/2016 11:08
351,,CUSTOMER_MERCHANT,,acc.insu1@SAMPATH,65,11/17/2016 11:08
352,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@3,acc.exide1@LOFC,400.55,11/17/2016 13:22
353,,VER,99910010164,110000035,2.06,11/18/2016 11:48
354,,VER,99910010164,110000035,3.38,11/18/2016 11:48
355,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,tcwijekoon@LOFC@8,15.55,11/18/2016 12:03
356,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,tcwijekoon@LOFC@8,15.55,11/18/2016 12:04
357,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,tcwijekoon@LOFC@8,15.55,11/18/2016 12:05
358,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,tcwijekoon@LOFC@8,25.55,11/18/2016 12:05
359,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,52,11/18/2016 12:13
360,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,lahiruat51@LOFC@1,25.55,11/18/2016 12:13
361,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,65,11/18/2016 12:14
362,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,32,11/18/2016 12:14
363,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,65,11/18/2016 12:15
364,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,65,11/18/2016 12:16
365,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,65,11/18/2016 12:16
366,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,lahiruat51@LOFC@1,25.55,11/18/2016 12:19
367,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,lahiruat51@LOFC@1,25.55,11/18/2016 12:25
368,INTERNAL,CUSTOMER_CUSTOMER,dumindaw@LOFC@00110000011,lahiruat51@LOFC@1,25.55,11/18/2016 12:34
369,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,65,11/18/2016 12:35
370,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,63,11/18/2016 12:36
371,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,63,11/18/2016 12:36
372,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,63,11/18/2016 12:37
373,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,25.55,11/18/2016 12:38
374,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,52,11/18/2016 12:58
375,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,52,11/18/2016 12:58
376,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,52,11/18/2016 12:58
377,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,52,11/18/2016 12:58
378,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,52,11/18/2016 12:58
379,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,52,11/18/2016 12:58
380,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.exide1@LOFC,15,11/18/2016 14:07
381,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.exide1@LOFC,25.55,11/18/2016 14:38
382,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.insu1@SAMPATH,25,11/18/2016 14:41
383,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,52,11/18/2016 14:41
384,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,52,11/18/2016 14:42
385,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,52,11/18/2016 14:43
386,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,25.55,11/18/2016 14:43
387,,VER,99910010164,110000049,6.76,11/18/2016 15:00
388,,VER,99910010164,110000049,5.45,11/18/2016 15:00
389,,VER,99910010164,110000050,5.09,11/18/2016 15:03
390,,VER,99910010164,110000050,1.23,11/18/2016 15:03
391,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,63,11/18/2016 15:03
392,,VER,99910010164,110000050,6.24,11/18/2016 15:05
393,,VER,99910010164,110000050,2.99,11/18/2016 15:05
394,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,25.55,11/18/2016 15:06
395,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.insu1@SAMPATH,32,11/18/2016 15:06
396,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,25.55,11/18/2016 15:08
397,INTERNAL,CUSTOMER_CUSTOMER,lahiruat51@LOFC@1,lahiruat51@LOFC@1,25.55,11/18/2016 15:09
398,,VER,99910010164,110000051,6.24,11/18/2016 15:10
399,,VER,99910010164,110000051,1.36,11/18/2016 15:10
400,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,65,11/18/2016 15:11
401,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,25.55,11/18/2016 15:13
402,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,23,11/18/2016 15:13
403,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.insu1@SAMPATH,32,11/18/2016 15:14
404,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@3,acc.insu1@SAMPATH,32,11/18/2016 15:14
405,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@3,acc.exide1@LOFC,52,11/18/2016 15:14
406,,VER,99910010164,110000052,6.71,11/18/2016 15:20
407,,VER,99910010164,110000052,3.29,11/18/2016 15:20
408,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@3,acc.insu1@SAMPATH,32,11/18/2016 15:24
409,,VER,99910010164,110000052,4.85,11/18/2016 15:24
410,,VER,99910010164,110000052,7.35,11/18/2016 15:24
411,,VER,99910010164,110000053,6.21,11/18/2016 15:25
412,,VER,99910010164,110000053,6.04,11/18/2016 15:25
413,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,25.55,11/18/2016 15:36
414,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.exide1@LOFC,25.55,11/18/2016 15:36
415,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@1,acc.exide1@LOFC,25.55,11/18/2016 15:38
416,,VER,99910010164,110000054,4.94,11/18/2016 15:39
417,,VER,99910010164,110000054,2.18,11/18/2016 15:39
418,,VER,99910010164,110000055,6.83,11/18/2016 15:43
419,,VER,99910010164,110000055,5.31,11/18/2016 15:43
420,INTERNAL,CUSTOMER_CUSTOMER,tcwijekoon10@LOFC@2,lahiruat51@LOFC@1,32,11/18/2016 15:47
421,INTERNAL,CUSTOMER_CUSTOMER,tcwijekoon10@LOFC@2,lahiruat51@LOFC@1,32,11/18/2016 15:49
422,,VER,99910010164,1100000056,1.29,11/18/2016 15:51
423,,VER,99910010164,1100000057,3.91,11/18/2016 15:51
424,,VER,99910010164,1100000058,5.22,11/18/2016 15:51
425,,VER,99910010164,1100000059,9.48,11/18/2016 15:51
426,,VER,99910010164,110000056,5.4,11/18/2016 15:51
427,,VER,99910010164,110000056,9.75,11/18/2016 15:51
428,,VER,99910010164,110000056,4.16,11/18/2016 15:54
429,,VER,99910010164,110000056,3.74,11/18/2016 15:54
430,,VER,99910010164,110000057,2.63,11/18/2016 15:55
431,,VER,99910010164,110000057,0.83,11/18/2016 15:55
432,,VER,99910010164,110000058,0.06,11/18/2016 16:09
433,,VER,99910010164,110000058,4.46,11/18/2016 16:09
434,INTERNAL,CUSTOMER_CUSTOMER,tcwijekoon10@LOFC@2,lahiruat51@LOFC@1,32,11/18/2016 16:12
435,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon10@LOFC@2,acc.insu1@SAMPATH,32,11/18/2016 17:04
436,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon10@LOFC@2,acc.insu1@SAMPATH,32,11/18/2016 17:04
437,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon10@LOFC@2,acc.insu1@SAMPATH,32,11/18/2016 17:05
438,,VER,99910010164,110000060,2.24,11/18/2016 17:08
439,,VER,99910010164,110000061,8.06,11/18/2016 17:08
440,,VER,99910010164,110000061,8.2,11/18/2016 17:08
441,,VER,99910010164,110000062,1.65,11/18/2016 17:15
442,,VER,99910010164,110000062,6.25,11/18/2016 17:15
443,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.insu1@SAMPATH,23.65,11/18/2016 17:15
444,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.insu1@SAMPATH,65,11/18/2016 17:15
445,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.exide1@LOFC,23,11/18/2016 17:16
446,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.exide1@LOFC,2,11/18/2016 17:17
447,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.exide1@LOFC,1,11/18/2016 17:19
448,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.exide1@LOFC,1,11/18/2016 17:21
449,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.exide1@LOFC,5,11/18/2016 17:21
450,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.insu1@SAMPATH,2.5,11/18/2016 17:25
451,EXTERNAL,CUSTOMER_MERCHANT,amal123@LOFC@2,acc.insu1@SAMPATH,2.5,11/18/2016 17:41
452,,VER,99910010164,110000069,0.9,11/18/2016 18:18
453,,VER,99910010164,110000065,4.05,11/18/2016 18:19
454,,VER,99910010164,110000070,7.23,11/18/2016 18:20
455,,VER,99910010164,110000070,8.35,11/18/2016 18:20
456,,VER,99910010164,110000063,3.48,11/21/2016 11:42
457,,VER,99910010164,110000064,8.25,11/21/2016 11:43
458,,VER,99910010164,110000066,3.6,11/21/2016 11:43
459,,VER,99910010164,110000066,2.68,11/21/2016 11:43
460,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@6,acc.exide1@LOFC,15,11/21/2016 11:48
461,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@5,acc.exide1@LOFC,15,11/21/2016 11:49
462,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@4,acc.exide1@LOFC,15,11/21/2016 11:50
463,,VER,99910010164,110000071,5.3,11/21/2016 12:34
464,,VER,99910010164,110000071,4.85,11/21/2016 12:34
465,,CUSTOMER_CUSTOMER,lahiruat51@LOFC@7,,15.3,11/21/2016 12:35
466,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon10@LOFC@2,acc.exide1@LOFC,15,11/21/2016 12:37
467,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon10@LOFC@1,acc.exide1@LOFC,15,11/21/2016 12:37
468,,VER,99910010164,1100000076,8.06,11/21/2016 13:24
469,,VER,99910010164,1100000077,0.66,11/21/2016 13:24
470,,VER,99910010164,1100000078,6.67,11/21/2016 13:24
471,,VER,99910010164,1100000079,4.67,11/21/2016 13:24
472,,VER,99910010164,1100000080,0.76,11/21/2016 13:24
473,,VER,99910010164,1100000081,1.96,11/21/2016 13:25
474,,VER,99910010164,1100000082,9.69,11/21/2016 13:25
475,,VER,99910010164,1100000083,2.94,11/21/2016 13:25
476,,VER,99910010164,1100000084,0.06,11/21/2016 13:25
477,,VER,99910010164,1100000100,6.92,11/21/2016 13:25
478,,VER,99910010164,1100000101,7.78,11/21/2016 13:25
479,,VER,99910010164,1100000120,7.87,11/21/2016 13:26
480,,VER,99910010164,1100000150,6.5,11/21/2016 13:26
481,,VER,99910010164,1100000122,7.12,11/21/2016 13:26
482,,VER,99910010164,1100000039,2.44,11/21/2016 13:26
483,,VER,99910010164,1100000012,5.58,11/21/2016 13:26
484,,VER,99910010164,1100000010,0.39,11/21/2016 13:26
485,,VER,99910010164,110000080,1.26,11/21/2016 13:27
486,,VER,99910010164,110000080,0.57,11/21/2016 13:27
487,EXTERNAL,CUSTOMER_MERCHANT,points@LOFC@1,acc.exide1@LOFC,15,11/21/2016 13:30
488,EXTERNAL,CUSTOMER_MERCHANT,points@LOFC@1,acc.exide1@LOFC,25,11/21/2016 13:30
489,EXTERNAL,CUSTOMER_MERCHANT,points@LOFC@1,acc.exide1@LOFC,5,11/21/2016 13:30
490,,VER,99910010164,110000122,3.92,11/21/2016 13:55
491,,VER,99910010164,110000122,5.45,11/21/2016 13:55
492,,VER,99910010164,11000041,7.07,11/21/2016 15:40
493,,VER,99910010164,11000023,1.77,11/21/2016 15:41
494,,VER,99910010164,110000123,1.56,11/21/2016 15:41
495,,VER,99910010164,110000123,4.69,11/21/2016 15:41
496,EXTERNAL,CUSTOMER_MERCHANT,tharinduband@LOFC@1,acc.exide1@LOFC,400.55,11/21/2016 15:42
497,EXTERNAL,CUSTOMER_MERCHANT,tharinduband@LOFC@1,acc.exide1@LOFC,400.55,11/21/2016 15:44
498,,VER,99910010164,99910010126,6.25,11/22/2016 10:58
499,,VER,99910010164,99910010126,6.73,11/22/2016 10:58
500,,VER,99910010164,210000010,8.71,11/22/2016 12:16
501,,VER,99910010164,210000010,3.99,11/22/2016 12:16
502,EXTERNAL,CUSTOMER_MERCHANT,rajithaw@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 12:21
503,,VER,99910010164,110000099,7.9,11/22/2016 13:18
504,,VER,99910010164,110000099,8.93,11/22/2016 13:18
505,,VER,99910010164,510000011,5.86,11/22/2016 13:19
506,,VER,99910010164,510000011,3.74,11/22/2016 13:19
507,,VER,99910010164,510000012,7.36,11/22/2016 13:21
508,,VER,99910010164,510000012,4.47,11/22/2016 13:21
509,EXTERNAL,CUSTOMER_MERCHANT,Testzz@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:22
510,EXTERNAL,CUSTOMER_MERCHANT,Testzz@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:22
511,EXTERNAL,CUSTOMER_MERCHANT,Testzz@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:23
512,EXTERNAL,CUSTOMER_MERCHANT,rajithaw@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:24
513,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@6,acc.exide1@LOFC,1.55,11/22/2016 13:28
514,,VER,99910010164,210000065,4.58,11/22/2016 13:30
515,,VER,99910010164,210000065,1.31,11/22/2016 13:30
516,EXTERNAL,CUSTOMER_MERCHANT,zygotaa@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:31
517,EXTERNAL,CUSTOMER_MERCHANT,zygotaa@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:31
518,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon@LOFC@3,acc.exide1@LOFC,1.55,11/22/2016 13:38
519,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon@LOFC@3,acc.exide1@LOFC,1.55,11/22/2016 13:39
520,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:39
521,EXTERNAL,CUSTOMER_MERCHANT,rajithaw@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:40
522,EXTERNAL,CUSTOMER_MERCHANT,rajithaw@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 13:41
523,,VER,99910010164,210000015,5.57,11/22/2016 15:24
524,,VER,99910010164,210000015,7.88,11/22/2016 15:24
525,EXTERNAL,CUSTOMER_MERCHANT,samson@LOFC@1,acc.exide1@LOFC,1.55,11/22/2016 15:26
526,,VER,99910010164,99910010152,8.34,11/23/2016 9:45
527,,VER,99910010164,99910010152,0.62,11/23/2016 9:45
528,EXTERNAL,CUSTOMER_MERCHANT,rajiy@LOFC@1,acc.exide1@LOFC,1.25,11/23/2016 9:57
529,EXTERNAL,CUSTOMER_MERCHANT,rajiy@LOFC@1,acc.exide1@LOFC,1.25,11/23/2016 9:57
530,EXTERNAL,CUSTOMER_MERCHANT,lahiruat51@LOFC@5,acc.exide1@LOFC,1.55,11/23/2016 10:14
531,,VER,99910010164,90010010114,0.13,12/14/2016 10:25
532,,VER,99910010164,90010010114,0.03,12/14/2016 10:25
533,,VER,99910010164,90010010115,0.96,12/14/2016 10:28
534,,VER,99910010164,90010010115,7.12,12/14/2016 10:28
535,,VER,99910010164,90010010116,2.38,12/14/2016 10:28
536,,VER,99910010164,90010010116,4.71,12/14/2016 10:28
537,,VER,99910010164,90010010117,7.46,12/14/2016 10:29
538,,VER,99910010164,90010010117,1.8,12/14/2016 10:29
539,,VER,99910010164,1.00E+12,0.42,12/14/2016 11:17
540,,VER,99910010164,1.00E+12,1.33,12/14/2016 11:17
541,,VER,99910010164,99910010110,8.37,12/15/2016 18:15
542,,VER,99910010164,99910010110,5.4,12/15/2016 18:15
543,,VER,99910010164,99910010121,9.62,12/16/2016 11:21
544,,VER,99910010164,99910010121,7.18,12/16/2016 11:21
545,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1.5,12/16/2016 12:14
546,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1.5,12/16/2016 12:17
547,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@1,acc.exide1@LOFC,1.2,12/16/2016 12:18
548,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@1,acc.exide1@LOFC,5.55,12/16/2016 12:21
549,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@1,acc.exide1@LOFC,5.55,12/16/2016 12:21
550,EXTERNAL,CUSTOMER_MERCHANT,kumara@CLC@65,acc.exide1@LOFC,5.55,12/16/2016 14:32
551,EXTERNAL,CUSTOMER_MERCHANT,kumara@CLC@65,acc.exide1@LOFC,5.55,12/19/2016 10:13
